id;behavioral/mechanistic;Syntactic_phenomena;Notes_exclude;exclude;model;causal, bidir;language;language_tested;Avg. Performance;Benchmarks;Benchmarks;Dependency parsing & constituency;Dependency parsing & constituency;Dependency parsing & constituency;Dependency parsing & constituency;Hierarchical structure;Hierarchical structure;Hierarchical structure;Hierarchical structure;Word order;Agreement & feature-checking;Agreement & feature-checking;Agreement & feature-checking;Agreement & feature-checking;Agreement & feature-checking;Agreement & feature-checking;Agreement & feature-checking;Agreement & feature-checking;Agreement & feature-checking;Agreement & feature-checking;POS & other lexical properties;POS & other lexical properties;Negation & NPIs;Negation & NPIs;Binding & coreference;Binding & coreference;Binding & coreference;Ellipsis & filler–gap dependencies;Ellipsis & filler–gap dependencies;Ellipsis & filler–gap dependencies;Typology;Argument structure & constructions;Argument structure & constructions;Argument structure & constructions;Argument structure & constructions;notes;
204;mechanistic;;;;RoBERTa-base+AO-CHILDES;bidir;['monoling-english'];English;;0.621;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
204;mechanistic;;;;RoBERTa-base warstadt;bidir;['monoling-english'];English;;0.8086;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
204;mechanistic;;;;RoBERTa-base+30B Liu etal 2019;bidir;['monoling-english'];English;;0.854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
206;mechanistic;Benchmark;no accuracy behavioral;1;RoBERTa (Liu et al., 2019), BART (Lewis et al.,2020), GPT2 (Radford et al., 2019) and OPT;both;['monoling-english'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
207;mechanistic;word order;;;BERT-Base;bidir;['monoling-english'];English;;0.58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
233;mechanistic;word order;;;Roberta-base;bidir;['monoling-english'];English;;;;;;;;;;;;0.9;;;;;;;;;;;;;;;;;;;;;;;;;;Table 5 Baseline average;
235;mechanistic;POS, word order, negation and NPIs, Agreement and feature-checking, Dependency parsing and constituency, Argument Structure and other Constructions;;;RoBERTa-Large;bidir;['monoling-english'];English;;;;;;;;;;;;0.65;;;;;;;;;;;;;;;;;;;;;;;;;;Table2, Mean;
235;mechanistic;;;;DistilBERT;bidir;['monoling-english'];English;;;;;;;;;;;;0.56;;;;;;;;;;;;;;;;;;;;;;;;;;Table2;
252;mechanistic;Agreement and feature-checking;accuracy behavioral FAN;1;Transformer Fully Attentional Network (FAN), RNN;other;['monoling-english'];English;;;;;;;;;;;;;0.95;0.87;0.95;0.8;;;;;;;;;;;;;;;;;;;;;;Figure 2 means;
254;mechanistic;POS, Dependency parsing and constituency, Argument Structure and other Constructions;no accuracy behavioral;1;GPT-2 small ;causal;['monoling-english'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
279;mechanistic;Binding and coreference;no accuracy behavioral;1;GPT2 small, medium, large, extra-large (xl), and a distilled model ;causal;['monoling-english'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
305;mechanistic;Dependency parsing and constituency;no accuracy behavioral;1;GPT-3.5 (Ouyang et al., 2022; gpt-3.5-0613), Gemini-Pro 1.0 (Team et al., 2023), Llama 3 (7B, 13B, 70B) (Touvron et al., 2023), Llama 2 (7B, 13B, 70B), and Mistral (7B, 8×7B) (Jiang et al., 2023, 2024);causal;['monoling-english'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
306;mechanistic;agreement and feature-checking, word order;no accuracy behavioral;1;RoBERTa;bidir;['monoling-english'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
323;mechanistic;word order, Hierarchical structure;no accuracy behavioral;1;Gemini Pro and PaLM ;causal;['basque', 'german', 'hungarian', 'russian', 'serbian'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
355;mechanistic;Benchmark;;;Pythia 160M, 1B;causal;['monoling-english'];English;;0.71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
358;mechanistic;word order, Hierarchical structure;no accuracy behavioral;1;GPT-2 small models (Radford et al., 2018, 2019);causal;['monoling-english'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
435;mechanistic;Benchmark;xm;;OPT 125M (100M words);causal;['monoling-english'];English;;0.753;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
435;mechanistic;;;;RoBERTa base (100M words);bidir;['monoling-english'];English;;0.751;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
435;mechanistic;;;;LTG-BERTbase (100M words);bidir;['monoling-english'];English;;0.858;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
435;mechanistic;;;;ELC-BERTbase (100M words);bidir;['monoling-english'];English;;0.853;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
435;mechanistic;;;;OPT 125M (10M words);causal;['monoling-english'];English;;0.626;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
435;mechanistic;;;;RoBERTabase (10M words);bidir;['monoling-english'];English;;0.695;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
435;mechanistic;;;;ELC-BERTsmall (10M words);bidir;['monoling-english'];English;;0.805;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
438;mechanistic;Benchmark;xm;;opt-125m;causal;['monoling-english'];English;;0.646;0.632;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
438;mechanistic;;;;RoBERTa;bidir;['monoling-english'];English;;0.708;0.698;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
438;mechanistic;;;;small RoBERTa;bidir;['monoling-english'];English;;0.714;0.714;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
534;mechanistic;POS;;;mBERT;bidir;['bulgarian', 'english', 'evaluate', 'french', 'german', 'greek', 'on', 'spanish', 'train'];English;;;;;;;;;;;;;;;;;;;;;;;0.7;0.54;;;;;;;;;;;;;;Table 4 Accuracy;
544;mechanistic;POS;no accuracy behavioral;1;Llama 2-7B, GPT2-Small, OPT-125m;causal;['english', 'italian', 'russian', 'spanish'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210;mechanistic;agreement and feature-checking, word order;no accuracy behavioral;1;variants of BERT: learned absolute position embeddings, and deprived of explicit access to position information ;bidir;['monoling-english'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;mechanistic;Dependency parsing and constituency;no accuracy, mean surprisal;1;BERT, XLNet, Roberta, GPT2, bert-base-german-cased, bert-base-french-europeana-cased, and bert-base-turkish-cased, M-BERT, XLM-R-base, LM-R-large;both;['english', 'french', 'german', 'turkish'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;mechanistic;word order;;;mBERT-variant (!);bidir;['monoling-english'];English;;;;;;;;;;;;0.75;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;mechanistic;;;;mBERT-variant (!);bidir;;German;;;;;;;;;;;;0.57;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;mechanistic;;;;mBERT-variant (!);bidir;;Hindi;;;;;;;;;;;;0.45;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;mechanistic;Dependency parsing and constituency;no accuracy, mean surprisal;1;BERT, RoBERTa, mBERT, or XLM-R;bidir;['chinese', 'english', 'french', 'german', 'turkish'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;mechanistic;Benchmark;;;BERT;bidir;['monoling-english'];English;;0.59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;mechanistic;;;;RoBERTa;bidir;['monoling-english'];English;;0.51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40;mechanistic;Hierarchical structure;no accuracy behavioral;1;BERT-base-uncased;bidir;['monoling-english'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;mechanistic;Dependency parsing and constituency;no accuracy behavioral;1;Transformer NMT Encoder;bidir;['english', 'french', 'german'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
69;mechanistic;Agreement and feature-checking;no accuracy behavioral;1;XGLM, mBERT, BERT, : BERT (English), GermanBERT,3 BERTje (Dutch; de Vrieset al., 2019), and FinnishBERT (Virtanen et al.,2019). Our French MLM, CamemBERT (Martin et al., 2020;both;['dutch', 'english', 'finnish', 'french', 'german'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;mechanistic;Agreement and feature-checking;no accuracy behavioral;1;BERT-large-uncased, BERT-large-cased, GPT2-XL, and RoBERTa-large;both;['monoling-english'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
82;mechanistic;Dependency parsing and constituency;;;BERT- large-cased ;bidir;['monoling-english'];English;;;;0.568;0.774;0.596;0.827;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 1 nsubj obj advmod amod;
82;mechanistic;;;;BERT- large-uncased;bidir;['monoling-english'];English;;;;0.607;0.864;0.626;0.84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 1 nsubj obj advmod amod;
82;mechanistic;;;;RoBERTa;bidir;['monoling-english'];English;;;;0.502;0.693;0.585;0.793;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 1 nsubj obj advmod amod;
82;mechanistic;;;;CoLA-BERT;bidir;['monoling-english'];English;;;;0.597;0.842;0.638;0.864;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 1 nsubj obj advmod amod;
99;mechanistic;Binding and coreference;no accuracy behavioral;1;SpanBERT-Base (pre-trained coreference model);bidir;['monoling-english'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;mechanistic;Argument Structure and other Constructions, Binding and coreference, Agreement and feature-checking;no accuracy behavioral;1;fine-tuned BERT-Base-Uncased-CoLA;bidir;['monoling-english'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140;mechanistic;Agreement and feature-checking;;;mBERT;bidir;['galician'];Galician;;;;;;;;;;;;;0.71;0.49;;;;;;;;;;;;;;;;;;;;;;;;Figure 2;
140;mechanistic;;;;BERT-base Garcia (2021);bidir;['galician'];Galician;;;;;;;;;;;;;0.88;0.85;;;;;;;;;;;;;;;;;;;;;;;;Figure 2;
140;mechanistic;;;;Bertinho-small (6 layers) ;bidir;['galician'];Galician;;;;;;;;;;;;;0.54;0.57;;;;;;;;;;;;;;;;;;;;;;;;Figure 2;
140;mechanistic;;;;Bertinho-base (12 layers);bidir;['galician'];Galician;;;;;;;;;;;;;0.69;0.5;;;;;;;;;;;;;;;;;;;;;;;;Figure 2;
140;mechanistic;;;;BERT-small Garcia (2021);bidir;['galician'];Galician;;;;;;;;;;;;;0.83;0.77;;;;;;;;;;;;;;;;;;;;;;;;Figure 2;
159;mechanistic;Hierarchical structure, Agreement and feature-checking;;;vanilla transformer LM;causal;['monoling-english'];English;;;;;;;;;;;;;0.8;;;;;;;;;;;;;;;;;;;;;;;;;generalization accuracy Figure 2 c;
175;mechanistic;Dependency parsing and constituency;no accuracy behavioral, F1;1;BERT-base-cased, Elmo;bidir;['monoling-english'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
177;mechanistic;Hierarchical structure;no accuracy behavioral;1;BERT-Large, uncased;bidir;['monoling-english'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
181;mechanistic;Argument Structure and other Constructions, Binding and coreference, Dependency parsing and constituency;no accuracy behavioral;1;BERT-base-uncased;bidir;['monoling-english'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
188;mechanistic;Argument Structure and other Constructions;no accuracy behavioral;1;GPT2-small ;causal;['monoling-english'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
189;mechanistic;Agreement and feature-checking;;;Pythia-70M;causal;['monoling-english'];English;;;;;;;;;;;;;0.62;0.87;;;;;;;;;;;;;;;;;;;;;;;;Table 2 Original;
189;mechanistic;;;;Gemma-2-2B;causal;['monoling-english'];English;;;;;;;;;;;;;0.68;0.82;;;;;;;;;;;;;;;;;;;;;;;;Table 2 Original;
192;mechanistic;Benchmark;;;BERT-base-uncased;bidir;['monoling-english'];English;;0.74;0.75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Figure 20;
201;mechanistic;POS;no accuracy behavioral;1;BERT base, GPT-2, LSTM, BiLSTM;both;['monoling-english'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
202;mechanistic;Benchmark;;;MultiBerts, variants of bert-base-uncased;bidir;['monoling-english'];English;;0.85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
209;mechanistic;Benchmark;no accuracy behavioral;1;adapted BERT-base ;bidir;['monoling-english'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
211;mechanistic;Benchmark;no accuracy behavioral;1;BERT-small models that incorporated lightweight convolutions;bidir;['monoling-english'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
219;mechanistic;Agreement and feature-checking, Binding and coreference;no accuracy behavioral (surprisal);1;GPT2 (medium);causal;['monoling-english'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
237;mechanistic;Agreement and feature-checking, Dependency parsing and constituency, Hierarchical structure, Argument Structure and other Constructions, POS, Binding and coreference;;;BERT BASE-Cased;bidir;['monoling-english'];English;;0.51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 3 no-kd;
257;mechanistic;Agreement and feature-checking;no accuracy behavioral;1;mBERT, XNLI-15;bidir;['bulgarian', 'czech', 'danish', 'dutch', 'estonian', 'finnish', 'french', 'german', 'italian', 'latvian', 'polish', 'portuguese', 'romanian', 'slovak', 'slovene', 'spanish', 'swedish'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
265;mechanistic;Argument Structure and other Constructions;no accuracy behavioral;1;MiniBERTa, Roberta-base, mBERT, monolingual German and Italian models from dbmdz/berts, and the mono-lingual Spanish model from Cañete et al. (2020);bidir;['english', 'german', 'italian', 'spanish'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
292;mechanistic;Dependency parsing and constituency;;;mBERT;bidir;['arabic', 'chinese', 'czech', 'english', 'finnish', 'french', 'german', 'hindi', 'indonesian', 'italian', 'japanese', 'korean', 'polish', 'portuguese', 'russian', 'spanish', 'swedish', 'turkish'];Arabic;;;;0.53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 1;
292;mechanistic;;;;mBERT;bidir;['arabic', 'chinese', 'czech', 'english', 'finnish', 'french', 'german', 'hindi', 'indonesian', 'italian', 'japanese', 'korean', 'polish', 'portuguese', 'russian', 'spanish', 'swedish', 'turkish'];Czech;;;;0.53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 1;
292;mechanistic;;;;mBERT;bidir;['arabic', 'chinese', 'czech', 'english', 'finnish', 'french', 'german', 'hindi', 'indonesian', 'italian', 'japanese', 'korean', 'polish', 'portuguese', 'russian', 'spanish', 'swedish', 'turkish'];German;;;;0.49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 1;
292;mechanistic;;;;mBERT;bidir;['arabic', 'chinese', 'czech', 'english', 'finnish', 'french', 'german', 'hindi', 'indonesian', 'italian', 'japanese', 'korean', 'polish', 'portuguese', 'russian', 'spanish', 'swedish', 'turkish'];English;;;;0.47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 1;
292;mechanistic;;;;mBERT;bidir;['arabic', 'chinese', 'czech', 'english', 'finnish', 'french', 'german', 'hindi', 'indonesian', 'italian', 'japanese', 'korean', 'polish', 'portuguese', 'russian', 'spanish', 'swedish', 'turkish'];Spanish;;;;0.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 1;
292;mechanistic;;;;mBERT;bidir;['arabic', 'chinese', 'czech', 'english', 'finnish', 'french', 'german', 'hindi', 'indonesian', 'italian', 'japanese', 'korean', 'polish', 'portuguese', 'russian', 'spanish', 'swedish', 'turkish'];Finnish;;;;0.48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 1;
292;mechanistic;;;;mBERT;bidir;['arabic', 'chinese', 'czech', 'english', 'finnish', 'french', 'german', 'hindi', 'indonesian', 'italian', 'japanese', 'korean', 'polish', 'portuguese', 'russian', 'spanish', 'swedish', 'turkish'];French;;;;0.41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 1;
292;mechanistic;;;;mBERT;bidir;['arabic', 'chinese', 'czech', 'english', 'finnish', 'french', 'german', 'hindi', 'indonesian', 'italian', 'japanese', 'korean', 'polish', 'portuguese', 'russian', 'spanish', 'swedish', 'turkish'];Hindi;;;;0.48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 1;
292;mechanistic;;;;mBERT;bidir;['arabic', 'chinese', 'czech', 'english', 'finnish', 'french', 'german', 'hindi', 'indonesian', 'italian', 'japanese', 'korean', 'polish', 'portuguese', 'russian', 'spanish', 'swedish', 'turkish'];Indonesian;;;;0.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 1;
292;mechanistic;;;;mBERT;bidir;['arabic', 'chinese', 'czech', 'english', 'finnish', 'french', 'german', 'hindi', 'indonesian', 'italian', 'japanese', 'korean', 'polish', 'portuguese', 'russian', 'spanish', 'swedish', 'turkish'];Italian;;;;0.41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 1;
292;mechanistic;;;;mBERT;bidir;['arabic', 'chinese', 'czech', 'english', 'finnish', 'french', 'german', 'hindi', 'indonesian', 'italian', 'japanese', 'korean', 'polish', 'portuguese', 'russian', 'spanish', 'swedish', 'turkish'];Japanese;;;;0.45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 1;
292;mechanistic;;;;mBERT;bidir;['arabic', 'chinese', 'czech', 'english', 'finnish', 'french', 'german', 'hindi', 'indonesian', 'italian', 'japanese', 'korean', 'polish', 'portuguese', 'russian', 'spanish', 'swedish', 'turkish'];Korean;;;;0.64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 1;
292;mechanistic;;;;mBERT;bidir;['arabic', 'chinese', 'czech', 'english', 'finnish', 'french', 'german', 'hindi', 'indonesian', 'italian', 'japanese', 'korean', 'polish', 'portuguese', 'russian', 'spanish', 'swedish', 'turkish'];Polish;;;;0.52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 1;
292;mechanistic;;;;mBERT;bidir;['arabic', 'chinese', 'czech', 'english', 'finnish', 'french', 'german', 'hindi', 'indonesian', 'italian', 'japanese', 'korean', 'polish', 'portuguese', 'russian', 'spanish', 'swedish', 'turkish'];Portuguese;;;;0.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 1;
292;mechanistic;;;;mBERT;bidir;['arabic', 'chinese', 'czech', 'english', 'finnish', 'french', 'german', 'hindi', 'indonesian', 'italian', 'japanese', 'korean', 'polish', 'portuguese', 'russian', 'spanish', 'swedish', 'turkish'];Russian;;;;0.51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 1;
292;mechanistic;;;;mBERT;bidir;['arabic', 'chinese', 'czech', 'english', 'finnish', 'french', 'german', 'hindi', 'indonesian', 'italian', 'japanese', 'korean', 'polish', 'portuguese', 'russian', 'spanish', 'swedish', 'turkish'];Swedish;;;;0.51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 1;
292;mechanistic;;;;mBERT;bidir;['arabic', 'chinese', 'czech', 'english', 'finnish', 'french', 'german', 'hindi', 'indonesian', 'italian', 'japanese', 'korean', 'polish', 'portuguese', 'russian', 'spanish', 'swedish', 'turkish'];Turkish;;;;0.55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 1;
292;mechanistic;;;;mBERT;bidir;['arabic', 'chinese', 'czech', 'english', 'finnish', 'french', 'german', 'hindi', 'indonesian', 'italian', 'japanese', 'korean', 'polish', 'portuguese', 'russian', 'spanish', 'swedish', 'turkish'];Chinese;;;;0.42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 1;
294;mechanistic;Dependency parsing and constituency;no accuracy behavioral;1;encoder-only Transformer, LSTM;bidir;['english', 'japanese', 'spanish'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
307;mechanistic;word order, Agreement and feature-checking;no accuracy behavioral;1;OPT-350m, OPT-1.3b;causal;['monoling-english'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
332;mechanistic;Benchmark;no accuracy behavioral (negative values);1;GPT-2, OPT;causal;['monoling-english'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
342;mechanistic;Hierarchical structure;;;GPT-2;causal;['monoling-english'];English;;;;;;;;0.38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
342;mechanistic;;;;LLaMA-2;causal;['monoling-english'];English;;;;;;;;0.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
342;mechanistic;;;;RoBERTa ;bidir;['monoling-english'];English;;;;;;;;0.83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
345;mechanistic;Word order;no accuracy behavioral;1;GPT-2 small;causal;['arabic', 'chinese', 'dutch', 'english', 'experiments', 'french', 'german', 'italian', 'limited', 'noun', 'np', 'perturbation', 'polish', 'portuguese', 'romanian', 'russian', 'to', 'turkish'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
348;mechanistic;word order;no accuracy behavioral;1;GPT-2 small (Radfordet al., 2019) and LTG-BERT (Samuel et al., 2023);both;['english', 'japanese'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
349;mechanistic;POS, Dependency parsing and constituency;no accuracy behavioral;1;RoBERTa (large) ;bidir;['monoling-english'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
359;mechanistic;Benchmark;;;roberta-base;bidir;['monoling-english'];English;;0.7;0.71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
359;mechanistic;;;;gpt-2;causal;['monoling-english'];English;;0.76;0.71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
381;mechanistic;Argument Structure and other Constructions;;;roberta-base;bidir;['monoling-english'];English;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.71;;;;Table 1 No-Cl, Average;
401;mechanistic;POS, Dependency parsing and constituency, Binding and coreference, Argument Structure and other Constructions;no accuracy behavioral;1;Transformer architecture specifically adapted to serve as a bidirectional language model by creating separate masked forward and backward LMs, LSTMs, Gated CNN;bidir;['monoling-english'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
410;mechanistic;Benchmark;;;Transformer baseline 30M;causal;['monoling-english'];English;;0.78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 2;
410;mechanistic;;;;Transformer baseline 70M;causal;['monoling-english'];English;;0.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
410;mechanistic;;;;Transformer baseline 124M;causal;['monoling-english'];English;;0.82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
417;mechanistic;Argument Structure and other Constructions, Agreement and feature-checking;;;decoder-only transformers (6 layers for question formation, 4 for tense reinflection) ;causal;['monoling-english'];English;;;;;;;;;;;;;0.9;0.75;;;;;;;;;;;;;;;;;;;;0.98;0.75;;;Figure 1, Tense reflection and simple agreement, Passivization, QA;
418;mechanistic;Benchmark;no accuracy behavioral;1;RoBERTa-base model, LSTMs, Transformer? ;bidir;['monoling-english'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
428;mechanistic;Agreement and feature-checking;no accuracy behavioral;1;Gemma 2B;causal;['english', 'spanish'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
453;mechanistic;Dependency parsing and constituency, Negation and NPIs;;;BERT;bidir;['monoling-english'];English;;;;0.83;0.45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 6 Upward, All;
457;mechanistic;Argument Structure and other Constructions;no accuracy behavioral (f1);1;syntax-augmented BERT, bert-base-cased;bidir;['monoling-english'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
467;mechanistic;Dependency parsing and constituency;;;GPT-2;causal;['monoling-english'];English;;;;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 9;
471;mechanistic;Benchmark;no accuracy behavioral (alignment);1;104 LLMs: llama2, llama3, TinyLlama, yi, olmo, qwen, SeaLLMs, SmolLM, gemma, gpt2, gpt-Neo, opt, InternLM-2.5, phi, pythia, distilbert;both;['chinese', 'english', 'russian'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
473;mechanistic;Dependency parsing and constituency;;;mBERT-base-cased;bidir;['ancient', 'coptic', 'greek', 'maltese', 'uyghur', 'wolof'];ancient Greek;;;;0.82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
473;mechanistic;;;;mBERT-base-cased;bidir;['ancient', 'coptic', 'greek', 'maltese', 'uyghur', 'wolof'];Coptic;;;;0.76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
473;mechanistic;;;;mBERT-base-cased;bidir;['ancient', 'coptic', 'greek', 'maltese', 'uyghur', 'wolof'];Uyghur;;;;0.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
473;mechanistic;;;;mBERT-base-cased;bidir;['ancient', 'coptic', 'greek', 'maltese', 'uyghur', 'wolof'];Wolof;;;;0.92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
478;mechanistic;Hierarchical structure, Agreement and feature-checking;;;Base LM (16 layers);causal;['monoling-english'];English;;0.72;;;;;;0.79;0.68;;;;0.77;;;;;;;;;;;;0.63;;;;;;;;;;;;;Table 2 Base LM, Figure 2;
481;mechanistic;benchmark;no accuracy behavioral (baseline);1;BERT-base;bidir;['monoling-english'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
486;mechanistic;POS, Dependency parsing and constituency;no accuracy behavioral (F1);1;BERT-base;bidir;['monoling-english'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
489;mechanistic;Agreement and feature-checking, Hierarchical structure;;;GPT-2;causal;['monoling-english'];English;;0.82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Figure 3;
525;mechanistic;Hierarchical structure;;;vanilla Transformer;bidir;['monoling-english'];English;;0.66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 4 Average;
525;mechanistic;;;;BERT-Base;bidir;['monoling-english'];English;;0.77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
525;mechanistic;;;;BERT-Large;bidir;['monoling-english'];English;;0.81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
525;mechanistic;;;;RoBERTa-Base;bidir;['monoling-english'];English;;0.81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
525;mechanistic;;;;RoBERTa-Large;bidir;['monoling-english'];English;;0.84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
